Key,Value,source_file
DH,Extended Expiration Date - Holder of a contract/agreement is to extend the period in which the contract/agreement is to be fulfilled,DE-306-4010-X12.json
DI,Dismissed with Prejudice,DE-306-4010-X12.json
DJ,Dismissed without Prejudice,DE-306-4010-X12.json
DK,Dispose,DE-306-4010-X12.json
DL,Divert,DE-306-4010-X12.json
DP,Delivered to Public Warehouse,DE-306-4010-X12.json
DR,Direct,DE-306-4010-X12.json
DS,Discarded,DE-306-4010-X12.json
DT,Discontinue,DE-306-4010-X12.json
DX,Discharged,DE-306-4010-X12.json
E,Eliminate/Expire,DE-306-4010-X12.json
EA,Establish Address,DE-306-4010-X12.json
EB,Establish Additional Address,DE-306-4010-X12.json
EC,Establish Electronic Address,DE-306-4010-X12.json
ED,Suppress Correspondence,DE-306-4010-X12.json
EE,Suppress Forms,DE-306-4010-X12.json
EN,Enter,DE-306-4010-X12.json
EP,Entire Patient Information,DE-306-4010-X12.json
ER,Extension Request,DE-306-4010-X12.json
EV,Evaluate,DE-306-4010-X12.json
EX,Extend,DE-306-4010-X12.json
F,Final,DE-306-4010-X12.json
F1,Fined,DE-306-4010-X12.json
FA,Fail,DE-306-4010-X12.json
FC,Factor Change,DE-306-4010-X12.json
FI,File,DE-306-4010-X12.json
FO,Forfeit,DE-306-4010-X12.json
FR,Patient Follow-Up Required,DE-306-4010-X12.json
G,Cancel Entire Order/Item,DE-306-4010-X12.json
GR,Grant,DE-306-4010-X12.json
H,Master-In-Bond (MIB) Arrival,DE-306-4010-X12.json
HR,Hold Until Released,DE-306-4010-X12.json
I,Reissue,DE-306-4010-X12.json
I1,Found Not Guilty,DE-306-4010-X12.json
IA,Deactivate,DE-306-4010-X12.json
IM,Increase,DE-306-4010-X12.json
IN,Interim,DE-306-4010-X12.json
IS,Issue,DE-306-4010-X12.json
IT,Initiate,DE-306-4010-X12.json
J,Record,DE-306-4010-X12.json
JA,Jailed,DE-306-4010-X12.json
JO,Join,DE-306-4010-X12.json
JU,Judgment,DE-306-4010-X12.json
K,In Production Send and Receive,DE-306-4010-X12.json
KA,Registration Confirmed - The application requesting registration was favorably acted upon and registration is confirmed,DE-306-4010-X12.json
L,In Development/Send,DE-306-4010-X12.json
LC,Left at Consignee,DE-306-4010-X12.json
LQ,Liquidate,DE-306-4010-X12.json
M,In Development/Receive,DE-306-4010-X12.json
ME,Merge,DE-306-4010-X12.json
MO,Mooting - To make the object of the action irrelevant,DE-306-4010-X12.json
N,In Development/Send and Receive,DE-306-4010-X12.json
NA,No Action Required,DE-306-4010-X12.json
ND,No Change,DE-306-4010-X12.json
NP,Not Present,DE-306-4010-X12.json
NS,Do Not Send,DE-306-4010-X12.json
O,In Test/Send,DE-306-4010-X12.json
OD,Order,DE-306-4010-X12.json
OP,Open,DE-306-4010-X12.json
OR,Use Date or Meter Criteria (whichever occurs first),DE-306-4010-X12.json
OT,Other Unlisted Action,DE-306-4010-X12.json
P,In Test/Receive,DE-306-4010-X12.json
P1,Sentenced to Probation,DE-306-4010-X12.json
PA,Tariff Publisher Add,DE-306-4010-X12.json
PB,Partial Transfer of Claim,DE-306-4010-X12.json
PC,Previously Converted,DE-306-4010-X12.json
PD,Tariff Publisher Delete,DE-306-4010-X12.json
PF,Preliminary Final,DE-306-4010-X12.json
PI,Provide Additional Information,DE-306-4010-X12.json
PJ,Progress Payment,DE-306-4010-X12.json
PO,Proposed,DE-306-4010-X12.json
PP,Partial Patient Information,DE-306-4010-X12.json
PR,Present,DE-306-4010-X12.json
PS,Proposal,DE-306-4010-X12.json
PT,Proposal Trace,DE-306-4010-X12.json
PU,Publish Changes,DE-306-4010-X12.json
PV,Provisional Payment,DE-306-4010-X12.json
Q,In Test/Send and Receive,DE-306-4010-X12.json
R,In Production Receive,DE-306-4010-X12.json
R1,Reopened,DE-306-4010-X12.json
R2,Send Record Now - Please send requested record as soon as possible,DE-306-4010-X12.json
R3,Send Record at End of the Term - Please hold the record and send it at the end of the term after final grades are posted to the record,DE-306-4010-X12.json
R4,Send Record After Degree is Posted - Please hold the record and send it as soon as the degree has been awarded and posted to the record,DE-306-4010-X12.json
R5,Send Vocational Record Only - Please send only the vocational portion of the student's educational record,DE-306-4010-X12.json
R6,Transfer,DE-306-4010-X12.json
R7,Assumption,DE-306-4010-X12.json
R8,Terminate,DE-306-4010-X12.json
R9,Reinstate,DE-306-4010-X12.json
RA,Remove,DE-306-4010-X12.json
RB,Resecure,DE-306-4010-X12.json
RC,Returned to Carrier Facility,DE-306-4010-X12.json
RD,Rate and Division Adjustment,DE-306-4010-X12.json
RE,Released,DE-306-4010-X12.json
RF,Returned to Shipper's Facility (Other Than Original Shipping Location),DE-306-4010-X12.json
RG,Refer,DE-306-4010-X12.json
RH,Recall,DE-306-4010-X12.json
RI,Restricted,DE-306-4010-X12.json
RJ,Rate Adjustment,DE-306-4010-X12.json
RK,Rate Adjustment with a Sequence Change,DE-306-4010-X12.json
RL,Reschedule,DE-306-4010-X12.json
RM,Remand,DE-306-4010-X12.json
RN,Reject Proposal with Counter Proposal to Follow,DE-306-4010-X12.json
RO,Returned to Original Shipping Location,DE-306-4010-X12.json
RP,Request To Publish,DE-306-4010-X12.json
RQ,Tariff Publisher Reissue,DE-306-4010-X12.json
RR,Reverse and Remand,DE-306-4010-X12.json
RS,Report Status,DE-306-4010-X12.json
RT,Restrain,DE-306-4010-X12.json
RU,Return,DE-306-4010-X12.json
RV,Revoke,DE-306-4010-X12.json
RW,Rescind,DE-306-4010-X12.json
RX,Replace,DE-306-4010-X12.json
S,Re-record,DE-306-4010-X12.json
S1,Secure,DE-306-4010-X12.json
S2,Suspended,DE-306-4010-X12.json
SA,Satisfy,DE-306-4010-X12.json
SB,"Subrogate - To substitute one person in place of another with reference to a lawful claim, demand or right",DE-306-4010-X12.json
SC,Screen,DE-306-4010-X12.json
SD,Seal,DE-306-4010-X12.json
SE,Settle,DE-306-4010-X12.json
SL,Schedule,DE-306-4010-X12.json
SR,Serve,DE-306-4010-X12.json
SS,Sustain,DE-306-4010-X12.json
SU,Suspend,DE-306-4010-X12.json
SV,Sever,DE-306-4010-X12.json
SZ,Seize,DE-306-4010-X12.json
T,Status Query,DE-306-4010-X12.json
TD,Temporarily Deny,DE-306-4010-X12.json
TE,Oppose,DE-306-4010-X12.json
TG,Temporarily Grant,DE-306-4010-X12.json
TN,Annul,DE-306-4010-X12.json
TP,"Temporarily Grant, in Part - Part of the relief requested is approved, temporarily",DE-306-4010-X12.json
TR,Trim,DE-306-4010-X12.json
TS,Disallow,DE-306-4010-X12.json
TU,Take Under Advisement,DE-306-4010-X12.json
U,Reject - Inability to accept for processing due to the lack of required information,DE-306-4010-X12.json
V,Respond - A reply or answer,DE-306-4010-X12.json
VA,Vacate,DE-306-4010-X12.json
W,Reverse - The return to a previous condition or value,DE-306-4010-X12.json
W1,Reconcile Historical Records,DE-306-4010-X12.json
WD,Withdrawn,DE-306-4010-X12.json
WI,Winterize,DE-306-4010-X12.json
WQ,Accept,DE-306-4010-X12.json
WV,Waive,DE-306-4010-X12.json
X,Recommend,DE-306-4010-X12.json
Y,Not Recommend,DE-306-4010-X12.json
Z,Mutually Defined - ,DE-306-4010-X12.json
N,No,DE-1073-4010-X12.json
U,Unknown,DE-1073-4010-X12.json
W,Not Applicable,DE-1073-4010-X12.json
Y,Yes - ,DE-1073-4010-X12.json
37,Society of Property Information Compilers and Analysts,DE-I05-4010-X12.json
AM,Association Mexicana del Codigo de Producto (AMECOP) Communication ID,DE-I05-4010-X12.json
NR,National Retail Merchants Association (NRMA) - Assigned,DE-I05-4010-X12.json
SN,Standard Address Number,DE-I05-4010-X12.json
ZZ,Mutually Defined - ,DE-I05-4010-X12.json
A3,Shipment Returned to Shipper,DE-1650-4010-X12.json
A7,Refused by Consignee,DE-1650-4010-X12.json
A9,Shipment Damaged,DE-1650-4010-X12.json
AF,Carrier Departed Pick-up Location with Shipment,DE-1650-4010-X12.json
AG,Estimated Delivery,DE-1650-4010-X12.json
AH,Attempted Delivery,DE-1650-4010-X12.json
AI,Shipment has been Reconsigned,DE-1650-4010-X12.json
AJ,Tendered for Delivery,DE-1650-4010-X12.json
AM,Loaded on Truck,DE-1650-4010-X12.json
AN,Diverted to Air Carrier,DE-1650-4010-X12.json
AP,Delivery Not Completed,DE-1650-4010-X12.json
AR,Rail Arrival at Destination Intermodal Ramp,DE-1650-4010-X12.json
AV,Available for Delivery,DE-1650-4010-X12.json
B6,Estimated to Arrive at Carrier Terminal,DE-1650-4010-X12.json
BA,Connecting Line or Cartage Pick-up,DE-1650-4010-X12.json
BC,Storage in Transit,DE-1650-4010-X12.json
C1,Estimated to Depart Terminal Location,DE-1650-4010-X12.json
CA,Shipment Cancelled,DE-1650-4010-X12.json
CD,Carrier Departed Delivery Location,DE-1650-4010-X12.json
CL,Trailer Closed Out,DE-1650-4010-X12.json
CP,Completed Loading at Pick-up Location,DE-1650-4010-X12.json
D1,Completed Unloading at Delivery Location,DE-1650-4010-X12.json
I1,In-Gate,DE-1650-4010-X12.json
J1,Delivered to Connecting Line,DE-1650-4010-X12.json
K1,Arrived at Customs,DE-1650-4010-X12.json
L1,Loading,DE-1650-4010-X12.json
OA,Out-Gate,DE-1650-4010-X12.json
OO,Paperwork Received - Did not Receive Shipment or Equipment,DE-1650-4010-X12.json
P1,Departed Terminal Location,DE-1650-4010-X12.json
PR,U.S. Customs Hold at In-Bond Location,DE-1650-4010-X12.json
R1,Received from Prior Carrier,DE-1650-4010-X12.json
RL,Rail Departure from Origin Intermodal Ramp,DE-1650-4010-X12.json
S1,Trailer Spotted at Consignee's Location,DE-1650-4010-X12.json
SD,Shipment Delayed,DE-1650-4010-X12.json
X1,Arrived at Delivery Location,DE-1650-4010-X12.json
X2,Estimated Date and/or Time of Arrival at Consignee's Location,DE-1650-4010-X12.json
X3,Arrived at Pick-up Location,DE-1650-4010-X12.json
X4,Arrived at Terminal Location,DE-1650-4010-X12.json
X5,Arrived at Delivery Location Loading Dock,DE-1650-4010-X12.json
X6,En Route to Delivery Location,DE-1650-4010-X12.json
X8,Arrived at Pick-up Location Loading Dock,DE-1650-4010-X12.json
XB,Shipment Acknowledged - ,DE-1650-4010-X12.json
00,No Authorization Information Present (No Meaningful Information in I02),DE-I01-4010-X12.json
01,UCS Communications ID,DE-I01-4010-X12.json
02,EDX Communications ID,DE-I01-4010-X12.json
03,Additional Data Identification,DE-I01-4010-X12.json
04,Rail Communications ID,DE-I01-4010-X12.json
05,Department of Defense (DoD) Communication Identifier,DE-I01-4010-X12.json
06,United States Federal Government Communication Identifier - ,DE-I01-4010-X12.json
B,Barge,DE-184-4010-X12.json
C,Cubic Centimeters,DE-184-4010-X12.json
D,Cord,DE-184-4010-X12.json
E,Cubic Feet,DE-184-4010-X12.json
F,100 Board Feet,DE-184-4010-X12.json
G,Gallons,DE-184-4010-X12.json
H,Hundreds of Measurement Tons,DE-184-4010-X12.json
L,Load,DE-184-4010-X12.json
M,Cubic Decimeters,DE-184-4010-X12.json
N,Cubic Inches,DE-184-4010-X12.json
R,Car,DE-184-4010-X12.json
S,Measurement Ton,DE-184-4010-X12.json
T,Container,DE-184-4010-X12.json
U,Volumetric Unit,DE-184-4010-X12.json
V,Liter,DE-184-4010-X12.json
X,Cubic Meters - ,DE-184-4010-X12.json
AA,International Telephone Access Code - Dialing Code required to call another country in addition to the number,DE-365-4010-X12.json
AB,Joint Facsimile and Phone Number,DE-365-4010-X12.json
AC,Message Only Voice Number - Telephone number which provides automated messages only,DE-365-4010-X12.json
AD,Delivery Location Phone,DE-365-4010-X12.json
AP,Alternate Telephone,DE-365-4010-X12.json
AS,Answering Service,DE-365-4010-X12.json
AU,Defense Switched Network - Department of Defense telecommunications system and successor of the Automatic Voice Network (AUTOVON),DE-365-4010-X12.json
BN,Beeper Number,DE-365-4010-X12.json
BT,BTX Number - German communications number for on-line service provided through the Deutsche Bundespost,DE-365-4010-X12.json
CA,Cable,DE-365-4010-X12.json
CP,Cellular Phone,DE-365-4010-X12.json
DN,Defense Data Network (DDN) - Department of Defense (DoD) data communications system,DE-365-4010-X12.json
ED,Electronic Data Interchange Access Number,DE-365-4010-X12.json
EM,Electronic Mail,DE-365-4010-X12.json
EX,Telephone Extension,DE-365-4010-X12.json
FT,Federal Telecommunications System (FTS),DE-365-4010-X12.json
FU,Facsimile User Identifier,DE-365-4010-X12.json
FX,Facsimile,DE-365-4010-X12.json
HF,Home Facsimile Number,DE-365-4010-X12.json
HP,Home Phone Number,DE-365-4010-X12.json
IT,International Telephone,DE-365-4010-X12.json
MN,Modem Number,DE-365-4010-X12.json
NP,Night Telephone,DE-365-4010-X12.json
OF,Other Residential Facsimile Number,DE-365-4010-X12.json
OT,Other Residential Telephone Number,DE-365-4010-X12.json
PA,Appointment Phone,DE-365-4010-X12.json
PC,Personal Cellular,DE-365-4010-X12.json
PP,Personal Phone,DE-365-4010-X12.json
PS,Packet Switching,DE-365-4010-X12.json
SP,Showing Phone - Phone number to call for information about a property showing,DE-365-4010-X12.json
TE,Telephone,DE-365-4010-X12.json
TL,Telex,DE-365-4010-X12.json
TM,Telemail,DE-365-4010-X12.json
TN,Teletex Number - Teletex is specific type of Telex service provided by Deutsche Bundespost,DE-365-4010-X12.json
TX,TWX,DE-365-4010-X12.json
UR,Uniform Resource Locator (URL),DE-365-4010-X12.json
VM,Voice Mail,DE-365-4010-X12.json
WC,Work Cellular,DE-365-4010-X12.json
WF,Work Facsimile Number,DE-365-4010-X12.json
WP,Work Phone Number - ,DE-365-4010-X12.json
TE,Treasury Management Association Service Code,DE-235-4010-X12.json
TF,The Air Cargo Tariff (TACT) Commodity Code,DE-235-4010-X12.json
TG,Automatic Transmission Serial Number,DE-235-4010-X12.json
TH,Transfer Case Serial Number,DE-235-4010-X12.json
TI,Trade In Identifier,DE-235-4010-X12.json
TJ,Auxiliary Transmission Serial Number,DE-235-4010-X12.json
TM,Telephone Industry Manufacturer Code,DE-235-4010-X12.json
TN,Railroad-Owned Unit Train Number - Railroad Train Number composed of cars containing the same commodity with the same origin and destination,DE-235-4010-X12.json
TP,Product Type Code,DE-235-4010-X12.json
TR,Truck Body Serial Number,DE-235-4010-X12.json
TS,Transmission Serial Number,DE-235-4010-X12.json
TT,Type Selvage,DE-235-4010-X12.json
TU,Tested Material Identification Number,DE-235-4010-X12.json
TV,Line of Business,DE-235-4010-X12.json
TW,Program Code,DE-235-4010-X12.json
TX,Federal Aviation Administration (FAA) Service Bulletin Number - The Federal Aviation Administration (FAA) Service Bulletin number which authorizes replacement of a subject part by the replacing part number,DE-235-4010-X12.json
TY,Telecommunications Industry Service Code,DE-235-4010-X12.json
TZ,Program Description Identifier,DE-235-4010-X12.json
U2,"U.P.C. Shipping Container Code (1-2-5-5) - A 13-digit code that uniquely identifies the manufacturer's shipping unit, including the packaging indicator; the first digit is the packaging indicator, the next two digits are the number system characters, the next five digits are the manufacturer ID number, and the remaining five digits are the item code",DE-235-4010-X12.json
U3,United Nations Common Coding System (UNCCS),DE-235-4010-X12.json
U5,Broker Price Opinion Service,DE-235-4010-X12.json
U6,Real Estate Property Information Service,DE-235-4010-X12.json
UA,U.P.C./EAN Case Code (2-5-5),DE-235-4010-X12.json
UB,U.P.C./EAN Multipack Code,DE-235-4010-X12.json
UC,U.P.C. Suffix (Defines Packing Variations),DE-235-4010-X12.json
UD,U.P.C./EAN Consumer Package Code (2-5-5),DE-235-4010-X12.json
UE,U.P.C./EAN Module Code (2-5-5),DE-235-4010-X12.json
UF,User-Defined Shipping Container Identifier,DE-235-4010-X12.json
UG,Drug U.P.C. Consumer Package Code (1-4-6-1),DE-235-4010-X12.json
UH,Drug U.P.C. Shipping Container Code (1-2-4-6-1),DE-235-4010-X12.json
UI,U.P.C. Consumer Package Code (1-5-5),DE-235-4010-X12.json
UJ,U.P.C./EAN Coupon Code (2-5-5),DE-235-4010-X12.json
UK,"U.P.C./EAN Shipping Container Code (1-2-5-5-1) - A 14-digit code that uniquely identifies the manufacturer's shipping unit, including the packaging indicator and check digit; the first digit is the packaging indicator, the next two digits are the number system characters, the next five digits are the manufacturer ID number, the second five digits are the item code, and the final digit is the check digit",DE-235-4010-X12.json
UL,U.P.C. Coupon Code (1-5-5-1),DE-235-4010-X12.json
UM,"Universal Vendor Marking, Short Code (UVM; U Line)",DE-235-4010-X12.json
UN,U.P.C. Case Code Number (1-1-5-5),DE-235-4010-X12.json
UO,SSCC-18 and Application Identifier,DE-235-4010-X12.json
UP,U.P.C. Consumer Package Code (1-5-5-1),DE-235-4010-X12.json
UQ,United Nations (UN) Number (Dangerous Goods),DE-235-4010-X12.json
UR,UCC/EAN-128 Coupon Extended Code,DE-235-4010-X12.json
US,Uniform Stock Symbol System Code Number,DE-235-4010-X12.json
UT,Company-Owned Unit Train Number - Company Train Number composed of cars containing the same commodity with the same origin and destination,DE-235-4010-X12.json
UV,"Universal Vendor Marking, Long Code (UVM; R,P,M Lines)",DE-235-4010-X12.json
UX,Universal Product Number - A unique identifier of a healthcare product,DE-235-4010-X12.json
VA,Vendor's Style Number,DE-235-4010-X12.json
VB,Vendor's Engineering Change Level Number,DE-235-4010-X12.json
VC,Vendor's (Seller's) Catalog Number,DE-235-4010-X12.json
VE,Vendor Color,DE-235-4010-X12.json
VI,Vary Item Product Number,DE-235-4010-X12.json
VM,Vehicle Maintenance Reporting Standards,DE-235-4010-X12.json
